"Number","Status","Date/Time","Qty.","Total amount","Items Description","Subtotal","Discount","Sales tax","Delivery","Total","Profits","Payment Method","Customer","Salesperson","Observation"
"9598-2","Sale","01/03/2026 11:46 AM",1,2,"2xÁgua com gás ","9",0,0,0,"9","6.6","Efectivo","","Lucas",""
"9599-2","Sale","01/03/2026 12:54 PM",3,3,"1xCasquinha , 1xMilkshake 300ml, 1xChurros de chocolate ","25",0,0,0,"25","6","Tarjeta Débito","","Lucas",""
"8937-1","Sale","01/03/2026 1:05 PM",1,1,"1xRefri 310ml","6.5",0,0,0,"6.5","0.5","Cash","","Lucas",""
"9437-1","Sale","01/03/2026 1:11 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Pix","","Lucas",""
"9600-2","Sale","01/03/2026 1:29 PM",1,1,"1xRefri 310ml","6.5",0,0,0,"6.5","0.5","Tarjeta Crédito","","Lucas",""
"9601-2","Sale","01/03/2026 1:48 PM",1,1,"1xMilkshake 400ml","13",0,0,0,"13",0,"Efectivo","","Lucas",""
"9602-2","Sale","01/03/2026 1:52 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9603-2","Sale","01/03/2026 2:02 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Otros","","Lucas",""
"9604-2","Sale","01/03/2026 2:04 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"9605-2","Sale","01/03/2026 2:06 PM",1,2,"2xMilkshake 300ml","20",0,0,0,"20",0,"Pix","","Lucas",""
"9606-2","Sale","01/03/2026 2:10 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Tarjeta Débito","","Lucas",""
"9607-2","Sale","01/03/2026 2:14 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Tarjeta Débito","","Lucas",""
"9608-2","Sale","01/03/2026 2:14 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9609-2","Sale","01/03/2026 2:25 PM",2,2,"1xCasquinha , 1xCascão ","14",0,0,0,"14","11.8","Tarjeta Débito","","Lucas",""
"9610-2","Sale","01/03/2026 2:28 PM",2,2,"1xMilkshake 300ml, 1xCasquinha ","16",0,0,0,"16","5","Tarjeta Débito","","Lucas",""
"9611-2","Sale","01/03/2026 2:33 PM",2,4,"1xMilkshake 400ml, 3xMilkshake 300ml","43",0,0,0,"43",0,"Tarjeta Débito","","Lucas",""
"9612-2","Sale","01/03/2026 2:35 PM",1,2,"2xMilkshake 500ml","30",0,0,0,"30","-2","Tarjeta Débito","","Lucas",""
"9613-2","Sale","01/03/2026 2:39 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Efectivo","","Lucas",""
"9614-2","Sale","01/03/2026 2:40 PM",1,1,"1xMilkshake 500ml","15",0,0,0,"15","-1","Tarjeta Débito","","Lucas",""
"9615-2","Sale","01/03/2026 2:51 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Pix","","Lucas",""
"9616-2","Sale","01/03/2026 2:54 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9617-2","Sale","01/03/2026 2:55 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9618-2","Sale","01/03/2026 3:05 PM",3,4,"2xMilkshake 300ml, 1xÁgua sem gás , 1xÁgua com gás ","28.5",0,0,0,"28.5","3.3","Efectivo","","Lucas",""
"9619-2","Sale","01/03/2026 3:07 PM",2,4,"1xCascão , 3xCasquinha ","26",0,0,0,"26","21.8","Tarjeta Débito","","Lucas",""
"9620-2","Sale","01/03/2026 3:14 PM",1,1,"1xMilkshake 500ml","15",0,0,0,"15","-1","Efectivo","","Lucas",""
"9621-2","Sale","01/03/2026 3:16 PM",2,2,"1xCasquinha , 1xCascão ","14",0,0,0,"14","11.8","Tarjeta Crédito","","Lucas",""
"9622-2","Sale","01/03/2026 3:17 PM",1,1,"1xChurros de chocolate ","9",0,0,0,"9","1","Tarjeta Crédito","","Lucas",""
"9623-2","Sale","01/03/2026 3:21 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Efectivo","","Lucas",""
"9624-2","Sale","01/03/2026 3:24 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Tarjeta Débito","","Lucas",""
"9625-2","Sale","01/03/2026 3:28 PM",2,2,"1xCopo 150ml, 1xCasquinha ","12",0,0,0,"12","5","Pix","","Lucas",""
"9626-2","Sale","01/03/2026 3:34 PM",2,3,"2xChurros doce de leite , 1xCopo 150ml","24",0,0,0,"24","2","Tarjeta Débito","","Lucas",""
"9627-2","Sale","01/03/2026 3:35 PM",1,2,"2xChurros doce de leite ","18",0,0,0,"18","2","Efectivo","","Lucas",""
"9628-2","Sale","01/03/2026 3:39 PM",1,1,"1xRefri 310ml","6.5",0,0,0,"6.5","0.5","Otros","","Lucas",""
"9629-2","Sale","01/03/2026 3:40 PM",1,1,"1xCrepe suíço salgado ","9",0,0,0,"9","1","Otros","","Lucas",""
"9630-2","Sale","01/03/2026 3:43 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Otros","","Lucas",""
"9631-2","Sale","01/03/2026 3:50 PM",2,2,"1xMilkshake 400ml, 1xCopo 150ml","19",0,0,0,"19",0,"Pix","","Lucas",""
"9632-2","Sale","01/03/2026 3:54 PM",2,2,"1xCascão , 1xCrepe suíço salgado ","17",0,0,0,"17","7.8","Tarjeta Débito","","Lucas",""
"9633-2","Sale","01/03/2026 3:55 PM",1,2,"2xCasquinha ","12",0,0,0,"12","10","Tarjeta Crédito","","Lucas",""
"9634-2","Sale","01/03/2026 4:03 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9635-2","Sale","01/03/2026 4:05 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Otros","","Lucas",""
"9636-2","Sale","01/03/2026 4:08 PM",2,3,"2xChurros de chocolate , 1xCascão ","26",0,0,0,"26","8.8","Otros","","Lucas",""
"9637-2","Sale","01/03/2026 4:13 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Pix","","Lucas",""
"9638-2","Sale","01/03/2026 4:38 PM",1,3,"3xChurros de chocolate ","27",0,0,0,"27","3","Tarjeta Débito","","Lucas",""
"9639-2","Sale","01/03/2026 4:40 PM",2,2,"1xChurros de chocolate , 1xChurros doce de leite ","18",0,0,0,"18","2","Otros","","Lucas",""
"9640-2","Sale","01/03/2026 4:45 PM",1,5,"5xCascão ","40",0,0,0,"40","34","Tarjeta Débito","","Lucas",""
"9641-2","Sale","01/03/2026 4:46 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Tarjeta Débito","","Lucas",""
"9642-2","Sale","01/03/2026 4:47 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Pix","","Lucas",""
"9643-2","Sale","01/03/2026 4:48 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Pix","","Lucas",""
"9644-2","Sale","01/03/2026 5:11 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Efectivo","","Lucas",""
"9645-2","Sale","01/03/2026 5:13 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Efectivo","","Lucas",""
"9646-2","Sale","01/03/2026 5:13 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"9647-2","Sale","01/03/2026 5:23 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Pix","","Lucas",""
"9648-2","Sale","01/03/2026 5:29 PM",2,3,"2xCopo 200ml, 1xCascão ","24",0,0,0,"24","6.8","Tarjeta Débito","","Lucas",""
"9649-2","Sale","01/03/2026 5:43 PM",2,2,"1xCascão , 1xCasquinha ","14",0,0,0,"14","11.8","Tarjeta Débito","","Lucas",""
"9650-2","Sale","01/03/2026 5:57 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","16",0,0,0,"16","5","Pix","","Lucas",""
"9651-2","Sale","01/03/2026 6:08 PM",2,4,"2xCopo 200ml, 2xCasquinha ","28",0,0,0,"28","10","Tarjeta Crédito","","Lucas",""
"9652-2","Sale","01/03/2026 6:08 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9653-2","Sale","01/03/2026 6:09 PM",1,1,"1xRefri 310ml","6.5",0,0,0,"6.5","0.5","Tarjeta Débito","","Lucas",""
"9654-2","Sale","01/03/2026 6:14 PM",1,2,"2xMilkshake 400ml","26",0,0,0,"26",0,"Pix","","Lucas",""
"9655-2","Sale","01/03/2026 6:24 PM",1,2,"2xMilkshake 300ml","20",0,0,0,"20",0,"Tarjeta Débito","","Lucas",""
"9656-2","Sale","01/03/2026 6:36 PM",1,2,"2xCascão ","16",0,0,0,"16","13.6","Efectivo","","Lucas",""
"9657-2","Sale","01/03/2026 6:37 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9658-2","Sale","01/03/2026 6:46 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9659-2","Sale","01/03/2026 6:46 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9660-2","Sale","01/03/2026 6:50 PM",2,2,"1xChurros de chocolate , 1xMilkshake 300ml","19",0,0,0,"19","1","Tarjeta Débito","","Lucas",""
"9661-2","Sale","01/03/2026 6:54 PM",3,4,"1xCrepe suíço salgado , 1xChurros de chocolate , 2xCasquinha ","30",0,0,0,"30","12","Otros","","Lucas",""
"9664-2","Sale","01/03/2026 7:01 PM",1,1,"1xMilkshake 400ml","13",0,0,0,"13",0,"Efectivo","","Lucas",""
"9665-2","Sale","01/03/2026 7:12 PM",1,1,"1xChurros de chocolate ","9",0,0,0,"9","1","Tarjeta Crédito","","Lucas",""
"9666-2","Sale","01/03/2026 7:37 PM",3,3,"1xCrepe suíço salgado , 1xCrepe suíço doce, 1xMilkshake 400ml","32",0,0,0,"32","3","Tarjeta Crédito","","Lucas",""
"9667-2","Sale","01/03/2026 7:45 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9668-2","Sale","01/03/2026 7:47 PM",2,2,"1xCascão , 1xChurros doce de leite ","17",0,0,0,"17","7.8","Tarjeta Crédito","","Lucas",""
"9669-2","Sale","01/03/2026 7:47 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"9670-2","Sale","01/03/2026 7:54 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Tarjeta Débito","","Lucas",""
"9671-2","Sale","01/03/2026 7:56 PM",2,3,"1xChurros doce de leite , 2xCasquinha ","21",0,0,0,"21","11","Tarjeta Crédito","","Lucas",""
"9672-2","Sale","01/03/2026 7:58 PM",1,1,"1xCopo 250ml","10",0,0,0,"10",0,"Pix","","Lucas",""
"9663-2","Sale","01/03/2026 7:00 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"9662-2","Sale","01/03/2026 6:55 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9673-2","Sale","01/04/2026 1:57 PM",2,2,"1xCopo 150ml, 1xCascão ","14",0,0,0,"14","6.8","Tarjeta Crédito","","Lucas",""
"9674-2","Sale","01/04/2026 2:25 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Efectivo","","Lucas",""
"9675-2","Sale","01/04/2026 2:40 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Efectivo","","Lucas",""
"9676-2","Sale","01/04/2026 2:42 PM",1,2,"2xCascão ","16",0,0,0,"16","13.6","Tarjeta Débito","","Lucas",""
"9677-2","Sale","01/04/2026 2:47 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9678-2","Sale","01/04/2026 2:50 PM",2,2,"1xCrepe suíço doce, 1xMilkshake 500ml","25",0,0,0,"25","1","Tarjeta Débito","","Lucas",""
"9679-2","Sale","01/04/2026 2:50 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9680-2","Sale","01/04/2026 3:01 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Efectivo","","Lucas",""
"9681-2","Sale","01/04/2026 3:14 PM",1,1,"1xCascão ","8",0,0,0,"8","6.8","Efectivo","","Lucas",""
"9682-2","Sale","01/04/2026 3:16 PM",1,1,"1xMilkshake 400ml","13",0,0,0,"13",0,"Tarjeta Débito","","Lucas",""
"9683-2","Sale","01/04/2026 3:25 PM",2,2,"1xChurros doce de leite , 1xMilkshake 300ml","19",0,0,0,"19","1","Efectivo","","Lucas",""
"9684-2","Sale","01/04/2026 3:26 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9685-2","Sale","01/04/2026 3:28 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Efectivo","","Lucas",""
"9686-2","Sale","01/04/2026 3:33 PM",2,2,"1xCasquinha , 1xMilkshake 400ml","19",0,0,0,"19","5","Pix","","Lucas",""
"9687-2","Sale","01/04/2026 3:40 PM",2,3,"2xMilkshake 400ml, 1xMilkshake 300ml","36",0,0,0,"36",0,"Pix","","Lucas",""
"9688-2","Sale","01/04/2026 3:41 PM",3,3,"1xChurros de chocolate , 1xChurros doce de leite , 1xÁgua sem gás ","22",0,0,0,"22","2","Tarjeta Crédito","","Lucas",""
"9689-2","Sale","01/04/2026 3:56 PM",1,1,"1xCombo 2","15",0,0,0,"15",0,"Pix","","Lucas",""
"9690-2","Sale","01/04/2026 3:56 PM",1,2,"2xCascão ","16",0,0,0,"16","13.6","Tarjeta Crédito","","Lucas",""
"9691-2","Sale","01/04/2026 3:59 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9692-2","Sale","01/04/2026 4:04 PM",3,8,"2xCopo 200ml, 4xCascão , 2xÁgua sem gás ","56",0,0,0,"56","27.2","Tarjeta Débito","","Lucas",""
"9693-2","Sale","01/04/2026 4:05 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9694-2","Sale","01/04/2026 4:05 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Tarjeta Crédito","","Lucas",""
"9695-2","Sale","01/04/2026 4:09 PM",2,2,"1xCrepe suíço salgado , 1xChurros doce de leite ","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"9696-2","Sale","01/04/2026 4:09 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9697-2","Sale","01/04/2026 4:11 PM",1,1,"1xCasquinha ","6",0,0,0,"6","5","Tarjeta Débito","","Lucas",""
"9698-2","Sale","01/04/2026 4:13 PM",1,1,"1xCopo 150ml","6",0,0,0,"6",0,"Tarjeta Débito","","Lucas",""
"9699-2","Sale","01/04/2026 4:13 PM",1,1,"1xMilkshake 400ml","13",0,0,0,"13",0,"Tarjeta Débito","","Lucas",""
"9700-2","Sale","01/04/2026 4:23 PM",2,2,"1xCasquinha , 1xCascão ","14",0,0,0,"14","11.8","Otros","","Lucas",""
"9701-2","Sale","01/04/2026 4:43 PM",1,2,"2xCascão ","16",0,0,0,"16","13.6","Efectivo","","Lucas",""
"9702-2","Sale","01/04/2026 4:55 PM",2,2,"1xCrepe suíço salgado , 1xMilkshake 300ml","19",0,0,0,"19","1","Otros","","Lucas",""
"9703-2","Sale","01/04/2026 5:06 PM",2,3,"1xMilkshake 300ml, 2xCasquinha ","22",0,0,0,"22","10","Tarjeta Débito","","Lucas",""
"9704-2","Sale","01/04/2026 5:10 PM",1,2,"2xMilkshake 500ml","30",0,0,0,"30","-2","Efectivo","","Lucas",""
"9705-2","Sale","01/04/2026 5:12 PM",2,3,"1xChurros doce de leite , 2xCopo 250ml","29",0,0,0,"29","1","Efectivo","","Lucas",""
"9706-2","Sale","01/04/2026 5:22 PM",1,2,"2xCasquinha ","12",0,0,0,"12","10","Pix","","Lucas",""
"9707-2","Sale","01/04/2026 5:38 PM",1,2,"2xMilkshake 300ml","20",0,0,0,"20",0,"Tarjeta Débito","","Lucas",""
"9708-2","Sale","01/04/2026 5:42 PM",1,2,"2xChurros de chocolate ","18",0,0,0,"18","2","Tarjeta Débito","","Lucas",""
"9709-2","Sale","01/04/2026 5:56 PM",1,4,"4xCasquinha ","24",0,0,0,"24","20","Otros","","Lucas",""
"9710-2","Sale","01/04/2026 6:00 PM",2,3,"1xMilkshake 300ml, 2xCasquinha ","22",0,0,0,"22","10","Tarjeta Débito","","Lucas",""
"9711-2","Sale","01/04/2026 6:05 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Efectivo","","Lucas",""
"9712-2","Sale","01/04/2026 6:09 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"9713-2","Sale","01/04/2026 6:24 PM",1,1,"1xMilkshake 500ml","15",0,0,0,"15","-1","Pix","","Lucas",""
"9714-2","Sale","01/04/2026 6:28 PM",1,1,"1xMilkshake 500ml","15",0,0,0,"15","-1","Pix","","Lucas",""
"9715-2","Sale","01/04/2026 6:34 PM",1,2,"2xCasquinha ","12",0,0,0,"12","10","Pix","","Lucas",""
"9716-2","Sale","01/04/2026 6:50 PM",2,2,"1xCrepe suíço salgado , 1xCrepe suíço doce","19",0,0,0,"19","3","Pix","","Lucas",""
"9717-2","Sale","01/04/2026 7:00 PM",3,3,"1xCrepe suíço doce, 1xCrepe suíço salgado , 1xCasquinha ","25",0,0,0,"25","8","Tarjeta Débito","","Lucas",""
"9718-2","Sale","01/04/2026 7:15 PM",2,2,"1xCrepe suíço salgado , 1xMilkshake 300ml","19",0,0,0,"19","1","Tarjeta Débito","","Lucas",""
"9719-2","Sale","01/04/2026 7:17 PM",1,1,"1xMilkshake 500ml","15",0,0,0,"15","-1","Tarjeta Crédito","","Lucas",""
"9720-2","Sale","01/04/2026 7:18 PM",1,1,"1xChurros de chocolate ","9",0,0,0,"9","1","Efectivo","","Lucas",""
"9721-2","Sale","01/04/2026 7:38 PM",2,2,"1xCrepe suíço salgado , 1xChurros de chocolate ","18",0,0,0,"18","2","Tarjeta Crédito","","Lucas",""
"9722-2","Sale","01/04/2026 7:41 PM",1,3,"3xChurros doce de leite ","27",0,0,0,"27","3","Efectivo","","Lucas",""
"9723-2","Sale","01/04/2026 7:51 PM",2,2,"1xMilkshake 300ml, 1xCasquinha ","16",0,0,0,"16","5","Tarjeta Crédito","","Lucas",""
"9724-2","Sale","01/04/2026 7:52 PM",2,6,"1xMilkshake 300ml, 5xChurros de chocolate ","55",0,0,0,"55","5","Tarjeta Débito","","Lucas",""
"9725-2","Sale","01/04/2026 7:58 PM",1,1,"1xMilkshake 300ml","10",0,0,0,"10",0,"Tarjeta Crédito","","Lucas",""
"9727-2","Sale","01/05/2026 1:12 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
"9728-2","Sale","01/05/2026 1:50 PM",2,2,"1xCasquinha , 1xÁgua sem gás ","11",0,0,0,"11","6","Pix","","Lucas",""
"9729-2","Sale","01/05/2026 1:58 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"9730-2","Sale","01/05/2026 2:07 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Tarjeta Crédito","","Lucas",""
"9731-2","Sale","01/05/2026 2:10 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"9732-2","Sale","01/05/2026 2:39 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"9733-2","Sale","01/05/2026 2:43 PM",2,2,"1xMilkshake 300ml, 1xMilkshake 400ml","25",0,0,0,"25","2","Pix","","Lucas",""
"9734-2","Sale","01/05/2026 2:51 PM",3,5,"2xCopo 200ml, 2xCascão , 1xChurros de chocolate ","46",0,0,0,"46","19.6","Efectivo","","Lucas",""
"9735-2","Sale","01/05/2026 3:05 PM",1,2,"2xMilkshake 400ml","28",0,0,0,"28","2","Efectivo","","Lucas",""
"9736-2","Sale","01/05/2026 3:08 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"9737-2","Sale","01/05/2026 3:19 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Efectivo","","Lucas",""
"9738-2","Sale","01/05/2026 3:22 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"9739-2","Sale","01/05/2026 3:32 PM",2,2,"1xChurros doce de leite , 1xChurros de chocolate ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"9740-2","Sale","01/05/2026 3:33 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9741-2","Sale","01/05/2026 3:38 PM",1,3,"3xCascão ","27",0,0,0,"27","23.4","Efectivo","","Lucas",""
"9742-2","Sale","01/05/2026 3:39 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9743-2","Sale","01/05/2026 3:40 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9744-2","Sale","01/05/2026 3:48 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Pix","","Lucas",""
"9745-2","Sale","01/05/2026 3:52 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"9746-2","Sale","01/05/2026 3:55 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9747-2","Sale","01/05/2026 4:09 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Crédito","","Lucas",""
"9748-2","Sale","01/05/2026 4:14 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9749-2","Sale","01/05/2026 4:16 PM",2,2,"1xCascão , 1xCasquinha ","16",0,0,0,"16","13.8","Tarjeta Débito","","Lucas",""
"9750-2","Sale","01/05/2026 4:17 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"9751-2","Sale","01/05/2026 4:18 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9752-2","Sale","01/05/2026 4:19 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9753-2","Sale","01/05/2026 4:25 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"9754-2","Sale","01/05/2026 4:32 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"9755-2","Sale","01/05/2026 4:33 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"9756-2","Sale","01/05/2026 4:39 PM",3,3,"1xÁgua sem gás , 1xMilkshake 300ml, 1xCasquinha ","22",0,0,0,"22","7","Tarjeta Débito","","Lucas",""
"9757-2","Sale","01/05/2026 4:50 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"9758-2","Sale","01/05/2026 4:55 PM",2,2,"1xCopo 150ml, 1xChurros de chocolate ","17",0,0,0,"17","3","Tarjeta Crédito","","Lucas",""
"9759-2","Sale","01/05/2026 4:58 PM",2,2,"1xCasquinha , 1xMilkshake 400ml","21",0,0,0,"21","7","Tarjeta Débito","","Lucas",""
"9760-2","Sale","01/05/2026 5:04 PM",2,2,"1xMilkshake 300ml, 1xMilkshake 400ml","25",0,0,0,"25","2","Tarjeta Crédito","","Lucas",""
"9761-2","Sale","01/05/2026 5:10 PM",1,3,"3xCrepe suíço salgado ","30",0,0,0,"30","6","Tarjeta Crédito","","Lucas",""
"9762-2","Sale","01/05/2026 5:14 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Tarjeta Débito","","Lucas",""
"9763-2","Sale","01/05/2026 5:20 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"9764-2","Sale","01/05/2026 5:24 PM",2,3,"2xCasquinha , 1xÁgua com gás ","18.5",0,0,0,"18.5","15.3","Efectivo","","Lucas",""
"9765-2","Sale","01/05/2026 5:29 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"9766-2","Sale","01/05/2026 5:32 PM",2,2,"1xCasquinha , 1xMilkshake 400ml","21",0,0,0,"21","7","Efectivo","","Lucas",""
"9767-2","Sale","01/05/2026 5:33 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"9768-2","Sale","01/05/2026 5:40 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"9769-2","Sale","01/05/2026 5:43 PM",2,2,"1xCrepe suíço salgado , 1xCasquinha ","17",0,0,0,"17","8","Tarjeta Débito","","Lucas",""
"9770-2","Sale","01/05/2026 5:47 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Tarjeta Débito","","Lucas",""
"9771-2","Sale","01/05/2026 5:48 PM",2,2,"1xCasquinha , 1xMilkshake 400ml","21",0,0,0,"21","7","Efectivo","","Lucas",""
"9772-2","Sale","01/05/2026 6:00 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Tarjeta Débito","","Lucas",""
"9773-2","Sale","01/05/2026 6:09 PM",1,3,"3xÁgua com gás ","13.5",0,0,0,"13.5","9.9","Tarjeta Débito","","Lucas",""
"9774-2","Sale","01/05/2026 6:12 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"9775-2","Sale","01/05/2026 6:16 PM",1,1,"1xCascão ","9",1,0,0,"8","6.8","Efectivo","","Lucas",""
"9776-2","Sale","01/05/2026 6:17 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"9777-2","Sale","01/05/2026 6:22 PM",3,3,"1xCopo 150ml, 1xCascão , 1xCasquinha ","23",0,0,0,"23","14.8","Tarjeta Débito","","Lucas",""
"9778-2","Sale","01/05/2026 6:33 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Efectivo","","Lucas",""
"9779-2","Sale","01/05/2026 6:35 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"9780-2","Sale","01/05/2026 6:40 PM",2,2,"1xCopo 250ml, 1xMilkshake 500ml","27",0,0,0,"27","1","Tarjeta Débito","","Lucas",""
"9781-2","Sale","01/05/2026 6:54 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"9782-2","Sale","01/05/2026 7:30 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"9783-2","Sale","01/05/2026 7:38 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"9784-2","Sale","01/05/2026 7:44 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"9785-2","Sale","01/05/2026 8:01 PM",2,2,"1xCasquinha , 1xRefri 310ml","14",0,0,0,"14","7","Tarjeta Débito","","Lucas",""
"9786-2","Sale","01/06/2026 1:31 PM",2,4,"3xCasquinha , 1xMilkshake 300ml","32",0,0,0,"32","19","Pix","","Lucas",""
"9787-2","Sale","01/06/2026 1:38 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
