"Number","Status","Date/Time","Qty.","Total amount","Items Description","Subtotal","Discount","Sales tax","Delivery","Total","Profits","Payment Method","Customer","Salesperson","Observation"
"13857-2","Sale","03/22/2026 4:22 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Tarjeta Débito","","Lucas",""
"13858-2","Sale","03/22/2026 4:34 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"13859-2","Sale","03/22/2026 4:42 PM",2,4,"3xCasquinha , 1xMilkshake 300ml","32",0,0,0,"32","19","Tarjeta Débito","","Lucas",""
"13860-2","Sale","03/22/2026 4:46 PM",1,2,"2xÁgua sem gás ","8",0,0,0,"8",0,"Pix","","Lucas",""
"13861-2","Sale","03/22/2026 4:47 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"13862-2","Sale","03/22/2026 5:06 PM",2,4,"2xChurros de chocolate , 2xMilkshake 500ml","52",0,0,0,"52","4","Efectivo","","Lucas",""
"13863-2","Sale","03/22/2026 5:28 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Pix","","Lucas",""
"13864-2","Sale","03/22/2026 5:33 PM",2,4,"3xCascão , 1xMilkshake 400ml","41",0,0,0,"41","24.4","Tarjeta Crédito","","Lucas",""
"13865-2","Sale","03/22/2026 5:37 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"13866-2","Sale","03/22/2026 5:38 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"13867-2","Sale","03/22/2026 5:40 PM",2,2,"1xCopo 200ml, 1xCascão ","18",0,0,0,"18","8.8","Tarjeta Crédito","","Lucas",""
"13868-2","Sale","03/22/2026 5:42 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"13869-2","Sale","03/22/2026 5:48 PM",2,2,"1xMilkshake 300ml, 1xÁgua sem gás ","15",0,0,0,"15","1","Efectivo","","Lucas",""
"13870-2","Sale","03/22/2026 6:02 PM",2,2,"1xCrepe suíço salgado , 1xCrepe suíço doce","21",0,0,0,"21","5","Tarjeta Crédito","","Lucas",""
"13871-2","Sale","03/22/2026 6:08 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"13872-2","Sale","03/23/2026 1:38 PM",2,2,"1xCombo 1, 1xCrepe suíço salgado ","25",0,0,0,"25","3","Otros","","Lucas",""
"13873-2","Sale","03/23/2026 1:45 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"13874-2","Sale","03/23/2026 1:58 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Tarjeta Crédito","","Lucas",""
"13875-2","Sale","03/23/2026 2:18 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"13876-2","Sale","03/23/2026 2:31 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13877-2","Sale","03/23/2026 2:37 PM",1,2,"2xMilkshake 400ml","28",0,0,0,"28","2","Pix","","Lucas",""
"13878-2","Sale","03/23/2026 2:39 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"13879-2","Sale","03/23/2026 2:45 PM",2,3,"1xCascão , 2xCasquinha ","23",0,0,0,"23","19.8","Tarjeta Débito","","Lucas",""
"13880-2","Sale","03/23/2026 2:59 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"13881-2","Sale","03/23/2026 3:21 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13882-2","Sale","03/23/2026 3:21 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13883-2","Sale","03/23/2026 3:32 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"13884-2","Sale","03/23/2026 3:36 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13885-2","Sale","03/23/2026 3:42 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Pix","","Lucas",""
"13886-2","Sale","03/23/2026 3:43 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"13887-2","Sale","03/23/2026 3:44 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Crédito","","Lucas",""
"13888-2","Sale","03/23/2026 3:58 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13889-2","Sale","03/23/2026 4:08 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"13890-2","Sale","03/23/2026 4:14 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"13891-2","Sale","03/23/2026 4:17 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"13892-2","Sale","03/23/2026 4:20 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Crédito","","Lucas",""
"13893-2","Sale","03/23/2026 4:25 PM",2,2,"1xChurros de chocolate , 1xCopo 200ml","19",0,0,0,"19","3","Efectivo","","Lucas",""
"13894-2","Sale","03/23/2026 4:50 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Pix","","Lucas",""
"13895-2","Sale","03/23/2026 4:50 PM",1,1,"1xMilkshake 500ml","16",6,0,0,"10",0,"Efectivo","","Lucas",""
"13896-2","Sale","03/23/2026 4:58 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"13897-2","Sale","03/23/2026 5:12 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"13898-2","Sale","03/23/2026 5:15 PM",2,2,"1xMilkshake 500ml, 1xMilkshake 300ml","27",0,0,0,"27","1","Pix","","Lucas",""
"13899-2","Sale","03/23/2026 5:22 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Pix","","Lucas",""
"13900-2","Sale","03/23/2026 5:48 PM",2,2,"1xCascão , 1xÁgua sem gás ","13",0,0,0,"13","7.8","Tarjeta Débito","","Lucas",""
"13901-2","Sale","03/23/2026 6:06 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"13902-2","Sale","03/23/2026 6:18 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"13903-2","Sale","03/23/2026 6:30 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"13904-2","Sale","03/23/2026 6:33 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"13905-2","Sale","03/23/2026 6:51 PM",2,2,"1xÁgua sem gás , 1xCasquinha ","11",0,0,0,"11","6","Pix","","Lucas",""
"13906-2","Sale","03/23/2026 7:08 PM",1,1,"1xRefri 310ml","7",2,0,0,"5","-1","Efectivo","","Lucas",""
"13907-2","Sale","03/24/2026 1:37 PM",1,2,"2xChurros de chocolate ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"13908-2","Sale","03/24/2026 1:42 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13909-2","Sale","03/24/2026 1:42 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13910-2","Sale","03/24/2026 1:45 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13911-2","Sale","03/24/2026 1:50 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"13912-2","Sale","03/24/2026 1:59 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Crédito","","Lucas",""
"13913-2","Sale","03/24/2026 2:13 PM",1,1,"1xCrepe suíço doce","11",0,0,0,"11","3","Efectivo","","Lucas",""
"13914-2","Sale","03/24/2026 2:17 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"13915-2","Sale","03/24/2026 2:17 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"13916-2","Sale","03/24/2026 2:18 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"13917-2","Sale","03/24/2026 3:07 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"13918-2","Sale","03/24/2026 3:09 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Tarjeta Crédito","","Lucas",""
"13919-2","Sale","03/24/2026 3:17 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"13920-2","Sale","03/24/2026 3:19 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13921-2","Sale","03/24/2026 3:26 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"13922-2","Sale","03/24/2026 3:29 PM",2,2,"1xCascão , 1xCasquinha ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"13923-2","Sale","03/24/2026 3:30 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"13924-2","Sale","03/24/2026 3:31 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13925-2","Sale","03/24/2026 3:37 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Crédito","","Lucas",""
"13926-2","Sale","03/24/2026 3:40 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13927-2","Sale","03/24/2026 3:58 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"13928-2","Sale","03/24/2026 4:12 PM",1,2,"2xChurros de chocolate ","20",0,0,0,"20","4","Pix","","Lucas",""
"13929-2","Sale","03/24/2026 4:24 PM",1,2,"2xCopo 150ml","14",0,0,0,"14","2","Efectivo","","Lucas",""
"13930-2","Sale","03/24/2026 4:30 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"13931-2","Sale","03/24/2026 4:32 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"13932-2","Sale","03/24/2026 4:42 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Pix","","Lucas",""
"13933-2","Sale","03/24/2026 5:02 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Tarjeta Crédito","","Lucas",""
"13934-2","Sale","03/24/2026 5:17 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"13935-2","Sale","03/24/2026 5:27 PM",1,3,"3xMilkshake 300ml","33",0,0,0,"33","3","Efectivo","","Lucas",""
"13936-2","Sale","03/24/2026 5:41 PM",3,3,"1xChurros de chocolate , 1xCombo 1, 1xCrepe suíço salgado ","35",10,0,0,"25","-5","Pix","","Lucas",""
"13937-2","Sale","03/24/2026 5:47 PM",2,3,"2xCrepe suíço salgado , 1xCrepe suíço doce","31",0,0,0,"31","7","Efectivo","","Lucas",""
"13938-2","Sale","03/24/2026 5:48 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Otros","","Lucas",""
"13939-2","Sale","03/24/2026 5:57 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13940-2","Sale","03/24/2026 6:04 PM",2,2,"1xCrepe suíço salgado , 1xChurros de chocolate ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"13941-2","Sale","03/24/2026 6:06 PM",2,2,"1xCrepe suíço salgado , 1xCasquinha ","17",0,0,0,"17","8","Efectivo","","Lucas",""
"13942-2","Sale","03/24/2026 6:08 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"13943-2","Sale","03/24/2026 6:18 PM",1,2,"2xCopo 250ml","22",0,0,0,"22","2","Tarjeta Débito","","Lucas",""
"13944-2","Sale","03/24/2026 6:19 PM",1,3,"3xChurros de chocolate ","30",0,0,0,"30","6","Efectivo","","Lucas",""
"13946-2","Sale","03/24/2026 6:30 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Otros","","Lucas",""
"13947-2","Sale","03/24/2026 6:56 PM",1,2,"2xCrepe suíço salgado ","20",0,0,0,"20","4","Efectivo","","Lucas",""
"13948-2","Sale","03/24/2026 7:02 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"13949-2","Sale","03/24/2026 7:08 PM",1,1,"1xChurros doce de leite ","10",0,0,0,"10","2","Pix","","Lucas",""
"13950-2","Sale","03/24/2026 7:13 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Efectivo","","Lucas",""
"13951-2","Sale","03/25/2026 2:00 PM",1,2,"2xCopo 150ml","14",0,0,0,"14","2","Efectivo","","Lucas",""
"13952-2","Sale","03/25/2026 2:13 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13953-2","Sale","03/25/2026 2:31 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"13954-2","Sale","03/25/2026 2:34 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13955-2","Sale","03/25/2026 2:44 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13956-2","Sale","03/25/2026 2:45 PM",2,2,"1xCasquinha , 1xÁgua com gás ","11.5",0,0,0,"11.5","9.3","Pix","","Lucas",""
"13957-2","Sale","03/25/2026 2:46 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Tarjeta Crédito","","Lucas",""
"13958-2","Sale","03/25/2026 3:03 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Crédito","","Lucas",""
"13959-2","Sale","03/25/2026 3:08 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Pix","","Lucas",""
"13960-2","Sale","03/25/2026 3:19 PM",1,2,"2xMilkshake 300ml","22",0,0,0,"22","2","Pix","","Lucas",""
"13961-2","Sale","03/25/2026 3:21 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"13962-2","Sale","03/25/2026 3:24 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Pix","","Lucas",""
"13963-2","Sale","03/25/2026 3:25 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"13964-2","Sale","03/25/2026 3:26 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13965-2","Sale","03/25/2026 3:27 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"13966-2","Sale","03/25/2026 3:28 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"13967-2","Sale","03/25/2026 3:32 PM",2,2,"1xÁgua sem gás , 1xÁgua com gás ","8.5",0,0,0,"8.5","3.3","Efectivo","","Lucas",""
"13968-2","Sale","03/25/2026 3:37 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Crédito","","Lucas",""
"13969-2","Sale","03/25/2026 3:38 PM",1,1,"1xÁgua sem gás ","4",0,0,0,"4",0,"Tarjeta Débito","","Lucas",""
"13970-2","Sale","03/25/2026 3:39 PM",2,2,"1xÁgua sem gás , 1xÁgua com gás ","8.5",0,0,0,"8.5","3.3","Pix","","Lucas",""
"13971-2","Sale","03/25/2026 3:51 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"13972-2","Sale","03/25/2026 3:57 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Tarjeta Débito","","Lucas",""
"13973-2","Sale","03/25/2026 3:58 PM",1,1,"1xCopo 250ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"13974-2","Sale","03/25/2026 4:01 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"13975-2","Sale","03/25/2026 4:11 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Pix","","Lucas",""
"13976-2","Sale","03/25/2026 4:13 PM",2,2,"1xCasquinha , 1xCopo 150ml","14",0,0,0,"14","7","Pix","","Lucas",""
"13977-2","Sale","03/25/2026 4:15 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"13978-2","Sale","03/25/2026 4:20 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"13979-2","Sale","03/25/2026 4:29 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13980-2","Sale","03/25/2026 4:35 PM",1,1,"1xCombo 2","16",0,0,0,"16","1","Otros","","Lucas",""
"13981-2","Sale","03/25/2026 4:42 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"13982-2","Sale","03/25/2026 4:45 PM",2,2,"1xCopo 150ml, 1xCasquinha ","14",0,0,0,"14","7","Tarjeta Débito","","Lucas",""
"13983-2","Sale","03/25/2026 4:55 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"13984-2","Sale","03/25/2026 4:59 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"13985-2","pendiente","03/25/2026 5:08 PM",2,2,"1xChurros de chocolate , 1xCasquinha ","17",0,0,0,"17","8","Tarjeta Débito","","Lucas",""
"13986-2","Sale","03/25/2026 5:08 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Tarjeta Débito","","Lucas",""
"13987-2","confirmado","03/25/2026 5:10 PM",2,2,"1xCasquinha , 1xCascão ","16",0,0,0,"16","13.8","Efectivo","","Lucas",""
"13988-2","Sale","03/25/2026 5:13 PM",1,1,"1xCopo 200ml","9",0,0,0,"9","1","Tarjeta Débito","","Lucas",""
"13989-2","Sale","03/25/2026 5:30 PM",1,3,"3xCasquinha ","21",0,0,0,"21","18","Efectivo","","Lucas",""
"13990-2","Sale","03/25/2026 5:34 PM",1,1,"1xMilkshake 500ml","16",0,0,0,"16",0,"Tarjeta Débito","","Lucas",""
"13991-2","Sale","03/25/2026 5:42 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"13992-2","confirmado","03/25/2026 5:49 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Pix","","Lucas",""
"13992-2","confirmado","03/25/2026 5:49 PM",1,1,"1xCombo 1","15",0,0,0,"15","1","Pix","","Lucas",""
"13993-2","Sale","03/25/2026 6:21 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"13994-2","confirmado","03/25/2026 6:27 PM",2,4,"2xChurros doce de leite , 2xChurros de chocolate ","40",0,0,0,"40","8","Tarjeta Crédito","","Lucas",""
"13994-2","confirmado","03/25/2026 6:27 PM",2,4,"2xChurros doce de leite , 2xChurros de chocolate ","40",0,0,0,"40","8","Tarjeta Crédito","","Lucas",""
"13995-2","confirmado","03/25/2026 6:40 PM",2,2,"1xChurros doce de leite , 1xCopo 250ml","21",0,0,0,"21","3","Tarjeta Débito","","Lucas",""
"13996-2","Sale","03/25/2026 6:52 PM",2,3,"1xMilkshake 300ml, 2xCascão ","29",0,0,0,"29","16.6","Pix","","Lucas",""
"13997-2","Sale","03/25/2026 7:17 PM",1,2,"2xÁgua com gás ","9",0,0,0,"9","6.6","Tarjeta Débito","","Lucas",""
"13998-2","confirmado","03/26/2026 1:48 PM",2,4,"3xCascão , 1xCopo 250ml","38",0,0,0,"38","24.4","Efectivo","","Lucas",""
"13999-2","confirmado","03/26/2026 1:49 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"14000-2","Sale","03/26/2026 1:58 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"14001-2","Sale","03/26/2026 2:30 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"14002-2","confirmado","03/26/2026 2:58 PM",2,2,"1xCascão , 1xCopo 200ml","18",0,0,0,"18","8.8","Efectivo","","Lucas",""
"14003-2","confirmado","03/26/2026 2:59 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"14004-2","Sale","03/26/2026 3:00 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"14005-2","Sale","03/26/2026 3:07 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"14006-2","Sale","03/26/2026 3:12 PM",1,1,"1xMilkshake 400ml","14",0,0,0,"14","1","Efectivo","","Lucas",""
"14007-2","Sale","03/26/2026 3:24 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"14008-2","Sale","03/26/2026 3:25 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"14009-2","Sale","03/26/2026 3:34 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"14010-2","Sale","03/26/2026 4:02 PM",2,2,"1xMilkshake 300ml, 1xCascão ","20",0,0,0,"20","8.8","Pix","","Lucas",""
"14011-2","Sale","03/26/2026 4:14 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"14012-2","Sale","03/26/2026 4:26 PM",2,2,"1xÁgua sem gás , 1xMilkshake 500ml","20",0,0,0,"20",0,"Efectivo","","Lucas",""
"14013-2","confirmado","03/26/2026 4:33 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"14014-2","Sale","03/26/2026 4:39 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"14015-2","confirmado","03/26/2026 4:45 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"14015-2","confirmado","03/26/2026 4:45 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Pix","","Lucas",""
"14016-2","confirmado","03/26/2026 4:56 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"14016-2","confirmado","03/26/2026 4:56 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"14017-2","Sale","03/26/2026 5:12 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"14018-2","confirmado","03/26/2026 5:21 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Efectivo","","Lucas",""
"14018-2","confirmado","03/26/2026 5:21 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Pix","","Lucas",""
"14019-2","Sale","03/26/2026 5:35 PM",2,2,"1xCasquinha , 1xMilkshake 300ml","18",0,0,0,"18","7","Tarjeta Débito","","Lucas",""
"14020-2","Sale","03/26/2026 5:43 PM",2,2,"1xMilkshake 500ml, 1xRefri 310ml","23",0,0,0,"23","1","Efectivo","","Lucas",""
"14021-2","Sale","03/26/2026 5:47 PM",2,2,"1xMilkshake 300ml, 1xCopo 200ml","20",0,0,0,"20","2","Tarjeta Débito","","Lucas",""
"14022-2","Sale","03/26/2026 5:53 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Tarjeta Crédito","","Lucas",""
"14023-2","Sale","03/26/2026 6:06 PM",1,1,"1xChurros de chocolate ","10",0,0,0,"10","2","Tarjeta Crédito","","Lucas",""
"14024-2","Sale","03/26/2026 6:09 PM",1,2,"2xCasquinha ","14",0,0,0,"14","12","Tarjeta Débito","","Lucas",""
"14025-2","Sale","03/26/2026 6:10 PM",1,1,"1xCascão ","9",0,0,0,"9","7.8","Efectivo","","Lucas",""
"14026-2","Sale","03/26/2026 6:10 PM",2,2,"1xÁgua sem gás , 1xRefri 310ml","11",0,0,0,"11","1","Efectivo","","Lucas",""
"14027-2","Sale","03/26/2026 6:21 PM",2,2,"1xMilkshake 500ml, 1xCascão ","25",0,0,0,"25","7.8","Tarjeta Crédito","","Lucas",""
"14028-2","Sale","03/26/2026 6:55 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Tarjeta Débito","","Lucas",""
"14029-2","confirmado","03/26/2026 6:59 PM",3,3,"1xCopo 150ml, 1xCrepe suíço doce, 1xMilkshake 400ml","32",0,0,0,"32","5","Tarjeta Crédito","","Lucas",""
"14030-2","Sale","03/26/2026 7:04 PM",4,4,"1xCrepe suíço salgado , 1xÁgua sem gás , 1xMilkshake 400ml, 1xCascão ","37",0,0,0,"37","10.8","Efectivo","","Lucas",""
"14031-2","Sale","03/26/2026 7:18 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Crédito","","Lucas",""
"14032-2","Sale","03/26/2026 7:26 PM",1,1,"1xCopo 150ml","7",0,0,0,"7","1","Tarjeta Débito","","Lucas",""
"14033-2","Sale","03/26/2026 7:38 PM",1,1,"1xCrepe suíço salgado ","10",0,0,0,"10","2","Efectivo","","Lucas",""
"14034-2","Sale","03/27/2026 1:45 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Tarjeta Débito","","Lucas",""
"14035-2","confirmado","03/27/2026 1:55 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Efectivo","","Lucas",""
"14036-2","Sale","03/27/2026 1:57 PM",1,2,"2xCascão ","18",0,0,0,"18","15.6","Tarjeta Débito","","Lucas",""
"14037-2","Sale","03/27/2026 2:05 PM",2,2,"1xÁgua com gás , 1xÁgua sem gás ","8.5",0,0,0,"8.5","3.3","Efectivo","","Lucas",""
"14038-2","Sale","03/27/2026 2:05 PM",1,1,"1xCrepe suíço doce","11",0,0,0,"11","3","Pix","","Lucas",""
"14039-2","confirmado","03/27/2026 2:12 PM",1,4,"4xCasquinha ","28",0,0,0,"28","24","Efectivo","","Lucas",""
"14040-2","Sale","03/27/2026 2:31 PM",1,1,"1xÁgua com gás ","4.5",0,0,0,"4.5","3.3","Efectivo","","Lucas",""
"14041-2","Sale","03/27/2026 2:37 PM",1,2,"2xMilkshake 500ml","32",0,0,0,"32",0,"Efectivo","","Lucas",""
"14042-2","Sale","03/27/2026 2:38 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Pix","","Lucas",""
"14043-2","Sale","03/27/2026 3:09 PM",1,1,"1xRefri 310ml","7",0,0,0,"7","1","Efectivo","","Lucas",""
"14044-2","Sale","03/27/2026 3:11 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"14045-2","Sale","03/27/2026 3:23 PM",1,1,"1xMilkshake 300ml","11",0,0,0,"11","1","Tarjeta Débito","","Lucas",""
"14046-2","Sale","03/27/2026 3:36 PM",1,1,"1xCasquinha ","7",0,0,0,"7","6","Efectivo","","Lucas",""
"14047-2","confirmado","03/27/2026 3:41 PM",3,3,"1xMilkshake 300ml, 1xCasquinha , 1xCrepe suíço salgado ","28",0,0,0,"28","9","Efectivo","","Lucas",""
"14047-2","confirmado","03/27/2026 3:41 PM",3,3,"1xMilkshake 300ml, 1xCasquinha , 1xCrepe suíço salgado ","28",0,0,0,"28","9","Tarjeta Crédito","","Lucas",""
